review_year_day,avg_review_score
2018-05-01,4.166666666666667
2018-04-30,3.0
2018-04-29,3.6881720430107525
2018-04-28,4.043887147335423
2018-04-27,4.016077170418006
2018-04-26,4.188271604938271
2018-04-25,4.02680965147453
2018-04-24,4.394984326018808
2018-04-23,4.142857142857143
2018-04-22,3.118811881188119
2018-04-21,3.799410029498525
2018-04-20,3.8821138211382116
2018-04-19,4.04320987654321
2018-04-18,3.9864864864864864
2018-04-17,4.276450511945392
2018-04-16,3.75
2018-04-15,3.0294117647058822
2018-04-14,3.8779761904761907
2018-04-13,3.916913946587537
2018-04-12,3.877450980392157
2018-04-11,3.821529745042493
2018-04-10,4.355769230769231
2018-04-09,4.038461538461538
2018-04-08,3.1169590643274856
2018-04-07,3.542274052478134
2018-04-06,3.8297872340425534
2018-04-05,3.784090909090909
2018-04-04,3.6727748691099475
2018-04-03,4.259701492537314
2018-04-02,4.5
2018-04-01,4.333333333333333
2018-03-31,2.0
2018-03-30,3.68974358974359
2018-03-29,3.7600950118764844
2018-03-28,3.728767123287671
2018-03-27,4.291666666666667
2018-03-26,4.142857142857143
2018-03-25,2.8205128205128207
2018-03-24,3.4122562674094707
2018-03-23,3.3829201101928374
2018-03-22,3.642857142857143
2018-03-21,3.447089947089947
2018-03-20,4.068965517241379
2018-03-19,4.096153846153846
2018-03-18,3.13
2018-03-17,3.6265822784810124
2018-03-16,3.7371794871794872
2018-03-15,3.68693009118541
2018-03-14,3.625429553264605
2018-03-13,4.180851063829787
2018-03-12,4.27906976744186
2018-03-11,3.3450704225352115
2018-03-10,3.864864864864865
2018-03-09,3.889655172413793
2018-03-08,3.8190476190476192
2018-03-07,3.9067524115755625
2018-03-06,4.238244514106583
2018-03-05,4.055555555555555
2018-03-04,3.4649122807017543
2018-03-03,3.99644128113879
2018-03-02,4.167364016736402
2018-03-01,4.109489051094891
2018-02-28,3.9076923076923076
2018-02-27,4.29757785467128
2018-02-26,3.948717948717949
2018-02-25,3.6814814814814816
2018-02-24,3.861290322580645
2018-02-23,3.9
2018-02-22,3.98705501618123
2018-02-21,3.9672131147540983
2018-02-20,4.244897959183674
2018-02-19,4.4411764705882355
2018-02-18,3.672
2018-02-17,3.9690140845070423
2018-02-16,4.104477611940299
2018-02-15,4.113314447592068
2018-02-13,5.0
2018-02-12,4.235294117647059
2018-02-11,3.3164556962025316
2018-02-10,3.95
2018-02-09,3.992156862745098
2018-02-08,4.071428571428571
2018-02-07,4.011940298507462
2018-02-06,4.329931972789115
2018-02-05,4.357142857142857
2018-02-04,3.6363636363636362
2018-02-03,3.8633093525179856
2018-02-02,4.0
2018-02-01,4.2
2018-01-31,4.080745341614906
2018-01-30,4.194915254237288
2018-01-29,4.111111111111111
2018-01-28,3.7419354838709675
2018-01-27,4.201807228915663
2018-01-26,4.2075471698113205
2018-01-25,4.246753246753247
2018-01-24,4.070552147239264
2018-01-23,4.104815864022663
2018-01-22,4.095238095238095
2018-01-21,3.9420289855072466
2018-01-20,4.106060606060606
2018-01-19,4.151785714285714
2018-01-18,4.091954022988506
2018-01-17,4.290196078431372
2018-01-16,4.405405405405405
2018-01-15,4.75
2018-01-14,3.7311827956989245
2018-01-13,3.8333333333333335
2018-01-12,3.943548387096774
2018-01-11,4.1268115942028984
2018-01-10,4.022653721682848
2018-01-09,4.207272727272727
2018-01-08,3.9375
2018-01-07,3.2522522522522523
2018-01-06,3.9141791044776117
2018-01-05,3.9194139194139193
2018-01-04,3.7411764705882353
2018-01-03,3.973684210526316
2018-01-02,5.0
2018-01-01,4.2
2017-12-31,3.185185185185185
2017-12-30,3.884476534296029
2017-12-29,3.7422360248447206
2017-12-28,3.8554913294797686
2017-12-27,4.342560553633218
2017-12-25,4.555555555555555
2017-12-24,3.264705882352941
2017-12-23,4.225806451612903
2017-12-22,3.668711656441718
2017-12-21,3.6382428940568476
2017-12-20,3.6340909090909093
2017-12-19,3.7408207343412525
2017-12-18,4.258823529411765
2017-12-17,3.142857142857143
2017-12-16,3.8717105263157894
2017-12-15,3.943396226415094
2017-12-14,3.8065395095367847
2017-12-13,4.1302211302211305
2017-12-12,4.190476190476191
2017-12-11,4.634920634920635
2017-12-10,3.878306878306878
2017-12-09,4.0476190476190474
2017-12-08,4.201704545454546
2017-12-07,4.213114754098361
2017-12-06,4.1571428571428575
2017-12-05,4.262798634812286
2017-12-04,4.254545454545455
2017-12-03,3.9166666666666665
2017-12-02,3.995983935742972
2017-12-01,4.125448028673835
2017-11-30,4.071428571428571
2017-11-29,4.077205882352941
2017-11-28,4.308880308880309
2017-11-27,4.1395348837209305
2017-11-26,3.9618320610687023
2017-11-25,4.2259414225941425
2017-11-24,4.177777777777778
2017-11-23,4.154471544715447
2017-11-22,4.334677419354839
2017-11-21,4.178571428571429
2017-11-20,3.25
2017-11-19,3.859154929577465
2017-11-18,4.041666666666667
2017-11-17,4.248648648648649
2017-11-16,3.317073170731707
2017-11-15,4.025
2017-11-14,4.378504672897196
2017-11-13,4.0
2017-11-12,2.9516129032258065
2017-11-11,3.9384615384615387
2017-11-10,4.111111111111111
2017-11-09,4.1005291005291005
2017-11-08,4.1722846441947565
2017-11-07,4.2215189873417724
2017-11-05,3.314814814814815
2017-11-04,4.292035398230088
2017-11-03,2.966666666666667
2017-11-02,4.0049504950495045
2017-11-01,4.181818181818182
2017-10-31,4.006622516556291
2017-10-30,5.0
2017-10-29,3.338235294117647
2017-10-28,4.15668202764977
2017-10-27,4.241545893719807
2017-10-26,4.237068965517241
2017-10-25,4.196
2017-10-24,4.28310502283105
2017-10-23,3.7142857142857144
2017-10-22,4.0
2017-10-21,4.237113402061856
2017-10-20,4.324873096446701
2017-10-19,4.11578947368421
2017-10-18,4.3
2017-10-17,4.285046728971962
2017-10-16,5.0
2017-10-15,3.75
2017-10-14,4.220238095238095
2017-10-13,3.116279069767442
2017-10-12,4.172774869109948
2017-10-11,4.228571428571429
2017-10-10,4.233480176211454
2017-10-09,4.25
2017-10-08,3.4558823529411766
2017-10-07,4.150259067357513
2017-10-06,4.214285714285714
2017-10-05,4.4375
2017-10-04,4.333333333333333
2017-10-03,4.434782608695652
2017-10-02,4.228571428571429
2017-10-01,3.65
2017-09-30,4.096590909090909
2017-09-29,4.164383561643835
2017-09-28,4.0519480519480515
2017-09-27,4.096153846153846
2017-09-26,4.357466063348416
2017-09-25,4.928571428571429
2017-09-24,3.7037037037037037
2017-09-23,3.9491525423728815
2017-09-22,4.111111111111111
2017-09-21,4.3090909090909095
2017-09-20,4.14468085106383
2017-09-19,4.370535714285714
2017-09-18,4.117647058823529
2017-09-17,3.5737704918032787
2017-09-16,4.150837988826815
2017-09-15,4.247422680412371
2017-09-14,4.314606741573034
2017-09-13,4.234375
2017-09-12,4.378378378378378
2017-09-11,4.8
2017-09-10,3.857142857142857
2017-09-09,4.2392638036809815
2017-09-08,2.6875
2017-09-07,4.204545454545454
2017-09-06,4.3441558441558445
2017-09-05,4.308988764044944
2017-09-04,4.25
2017-09-03,3.306122448979592
2017-09-02,4.1395348837209305
2017-09-01,4.181818181818182
2017-08-31,4.188679245283019
2017-08-30,4.255952380952381
2017-08-29,4.419087136929461
2017-08-28,4.666666666666667
2017-08-27,3.6382978723404253
2017-08-26,4.312796208530806
2017-08-25,4.351851851851852
2017-08-24,4.26063829787234
2017-08-23,4.064705882352941
2017-08-22,4.385365853658537
2017-08-21,4.0
2017-08-20,3.6458333333333335
2017-08-19,4.3090909090909095
2017-08-18,4.282608695652174
2017-08-17,4.12
2017-08-16,4.177142857142857
2017-08-15,4.435754189944134
2017-08-14,4.75
2017-08-13,3.7037037037037037
2017-08-12,4.247706422018348
2017-08-11,4.0625
2017-08-10,4.0989010989010985
2017-08-09,4.175879396984925
2017-08-08,4.325153374233129
2017-08-06,3.7872340425531914
2017-08-05,4.111111111111111
2017-08-04,4.251396648044692
2017-08-03,4.328859060402684
2017-08-02,4.235555555555556
2017-08-01,4.219895287958115
2017-07-31,4.0
2017-07-30,3.488888888888889
2017-07-29,4.28125
2017-07-28,4.13855421686747
2017-07-27,4.183856502242152
2017-07-26,4.217142857142857
2017-07-25,4.292929292929293
2017-07-24,4.0
2017-07-23,3.5454545454545454
2017-07-22,4.146596858638744
2017-07-21,4.302158273381295
2017-07-20,4.1521739130434785
2017-07-19,4.321212121212121
2017-07-18,4.373626373626373
2017-07-17,3.0
2017-07-16,3.25
2017-07-15,4.235714285714286
2017-07-14,4.246153846153846
2017-07-13,4.251572327044025
2017-07-12,4.241610738255034
2017-07-11,4.291390728476821
2017-07-10,3.8
2017-07-09,3.6470588235294117
2017-07-08,4.061538461538461
2017-07-07,4.090225563909774
2017-07-06,4.153846153846154
2017-07-05,4.1571428571428575
2017-07-04,4.322147651006712
2017-07-03,3.8181818181818183
2017-07-02,3.5555555555555554
2017-07-01,4.1441441441441444
2017-06-30,3.9926470588235294
2017-06-29,4.142857142857143
2017-06-28,4.056603773584905
2017-06-27,4.302197802197802
2017-06-26,4.25
2017-06-25,3.7662337662337664
2017-06-24,4.061946902654867
2017-06-23,4.134969325153374
2017-06-22,4.133663366336633
2017-06-21,4.043478260869565
2017-06-20,4.267441860465116
2017-06-19,4.0
2017-06-18,3.5517241379310347
2017-06-17,4.300699300699301
2017-06-16,4.066666666666666
2017-06-15,4.2375
2017-06-14,4.0062893081761
2017-06-13,4.204379562043796
2017-06-12,4.0
2017-06-11,3.5
2017-06-10,4.153153153153153
2017-06-09,4.177304964539007
2017-06-08,4.087837837837838
2017-06-07,4.119205298013245
2017-06-06,4.50625
2017-06-05,5.0
2017-06-04,3.3529411764705883
2017-06-03,4.027397260273973
2017-06-02,4.0837696335078535
2017-06-01,4.171974522292993
2017-05-31,4.144508670520231
2017-05-30,4.21978021978022
2017-05-29,4.25
2017-05-28,3.761904761904762
2017-05-27,4.2407407407407405
2017-05-26,4.062111801242236
2017-05-25,4.163366336633663
2017-05-24,4.178260869565217
2017-05-23,4.099056603773585
2017-05-22,3.8666666666666667
2017-05-21,3.8703703703703702
2017-05-20,4.088757396449704
2017-05-19,4.012820512820513
2017-05-18,4.198795180722891
2017-05-17,4.014634146341463
2017-05-16,4.238341968911917
2017-05-15,1.0
2017-05-14,3.5538461538461537
2017-05-13,3.91875
2017-05-12,4.1328671328671325
2017-05-11,4.074829931972789
2017-05-10,4.136904761904762
2017-05-09,4.235772357723577
2017-05-08,4.428571428571429
2017-05-07,3.5
2017-05-06,4.0078740157480315
2017-05-05,4.08421052631579
2017-05-04,4.140495867768595
2017-05-03,4.161764705882353
2017-05-02,4.444444444444445
2017-05-01,4.333333333333333
2017-04-30,3.36
2017-04-29,3.803030303030303
2017-04-28,4.053333333333334
2017-04-24,4.666666666666667
2017-04-23,3.8333333333333335
2017-04-22,3.4705882352941178
2017-04-21,3.909090909090909
2017-04-20,4.059259259259259
2017-04-19,4.102564102564102
2017-04-18,4.26890756302521
2017-04-16,4.133333333333334
2017-04-15,2.1875
2017-04-14,4.0
2017-04-13,4.098360655737705
2017-04-12,4.181818181818182
2017-04-11,4.183333333333334
2017-04-10,4.266666666666667
2017-04-09,2.6875
2017-04-08,4.03921568627451
2017-04-07,4.023529411764706
2017-04-06,4.149253731343284
2017-04-05,4.035087719298246
2017-04-04,4.24793388429752
2017-04-03,5.0
2017-04-02,2.857142857142857
2017-04-01,4.2
2017-03-31,4.033333333333333
2017-03-30,4.0625
2017-03-29,3.8814814814814813
2017-03-28,4.2444444444444445
2017-03-27,5.0
2017-03-26,2.8260869565217392
2017-03-25,4.0
2017-03-24,4.071428571428571
2017-03-23,3.9307692307692306
2017-03-22,4.191616766467066
2017-03-21,4.320754716981132
2017-03-20,4.333333333333333
2017-03-19,3.4411764705882355
2017-03-18,3.8623853211009176
2017-03-17,3.9134615384615383
2017-03-16,3.731707317073171
2017-03-15,3.9849624060150375
2017-03-14,4.274193548387097
2017-03-13,5.0
2017-03-12,3.4285714285714284
2017-03-11,4.235849056603773
2017-03-10,4.0875
2017-03-09,4.0
2017-03-08,4.160493827160494
2017-03-07,4.1875
2017-03-06,4.6
2017-03-05,3.7142857142857144
2017-03-04,3.968421052631579
2017-03-03,4.0843373493975905
2017-03-02,4.130434782608695
2017-03-01,3.0
2017-02-26,4.0476190476190474
2017-02-25,4.036585365853658
2017-02-24,4.1234567901234565
2017-02-23,4.380281690140845
2017-02-22,3.977777777777778
2017-02-21,4.511363636363637
2017-02-20,4.076923076923077
2017-02-19,4.2682926829268295
2017-02-18,4.350877192982456
2017-02-17,4.342465753424658
2017-02-16,4.296296296296297
2017-02-15,4.3584905660377355
2017-02-14,4.242105263157895
2017-02-13,3.4
2017-02-12,4.466666666666667
2017-02-11,4.245614035087719
2017-02-10,4.485294117647059
2017-02-09,4.325842696629214
2017-02-08,4.433333333333334
2017-02-07,4.3
2017-02-06,5.0
2017-02-05,3.75
2017-02-04,4.441860465116279
2017-02-03,4.17948717948718
2017-02-02,4.395348837209302
2017-02-01,4.0
2017-01-31,3.9183673469387754
2017-01-29,4.6
2017-01-28,4.6
2017-01-27,4.5
2017-01-26,3.9130434782608696
2017-01-25,3.7857142857142856
2017-01-24,4.285714285714286
2017-01-22,5.0
2017-01-21,4.363636363636363
2017-01-20,5.0
2017-01-19,4.5
2017-01-18,4.875
2017-01-17,4.8
2017-01-14,4.2
2017-01-13,5.0
2017-01-12,5.0
2017-01-04,1.0
2016-12-29,5.0
2016-12-25,1.0
2016-12-16,3.4
2016-12-14,2.0
2016-12-11,1.0
2016-12-10,3.0
2016-12-09,2.2
2016-12-08,1.0
2016-12-07,2.3333333333333335
2016-12-04,3.0
2016-12-03,1.8
2016-12-02,3.2
2016-12-01,1.6666666666666667
2016-11-30,2.25
2016-11-29,4.0
2016-11-27,1.25
2016-11-26,2.8
2016-11-25,3.5
2016-11-23,2.0
2016-11-20,1.0
2016-11-19,2.2
2016-11-18,2.6
2016-11-17,4.333333333333333
2016-11-15,1.0
2016-11-11,2.0
2016-11-10,3.25
2016-11-09,3.75
2016-11-08,3.6666666666666665
2016-11-06,5.0
2016-11-05,4.0
2016-11-04,4.6
2016-11-02,3.875
2016-11-01,3.608695652173913
2016-10-31,1.0
2016-10-30,3.0
2016-10-29,3.8461538461538463
2016-10-28,3.9285714285714284
2016-10-27,3.7037037037037037
2016-10-26,4.421052631578948
2016-10-25,3.8181818181818183
2016-10-24,5.0
2016-10-23,5.0
2016-10-22,3.642857142857143
2016-10-21,4.2
2016-10-20,4.294117647058823
2016-10-19,4.8
2016-10-18,4.833333333333333
2016-10-16,5.0
2016-10-15,4.0
2016-10-09,1.0
2016-10-06,1.0
2016-10-02,1.0
